data_point;region;vac_interval_group;vaccine;vac_count_18_59;vac_count_60;vac_count_total;nas_age_18_59;nas_age_60;nas_age_adult_total
2022.04_13-10-2022;Ульяновская область;21_45_days;SputnikV;3160;2034;5194;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;45_75_days;AllVaccines;6343;3280;9623;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;45_75_days;CoviVac;95;34;129;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;45_75_days;EpiVacCorona;461;235;696;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;45_75_days;SputnikLite;1247;623;1870;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;45_75_days;SputnikV;4540;2388;6928;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;75_90_days;AllVaccines;7025;3738;10763;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;75_90_days;CoviVac;81;21;102;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;75_90_days;EpiVacCorona;611;353;964;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;75_90_days;SputnikLite;2451;1123;3574;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;75_90_days;SputnikV;3882;2241;6123;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;90_105_days;AllVaccines;10259;5239;15498;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;90_105_days;CoviVac;136;41;177;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;90_105_days;EpiVacCorona;435;298;733;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;90_105_days;SputnikLite;6168;2881;9049;672149;320065;992214
2022.04_13-10-2022;Ульяновская область;90_105_days;SputnikV;3520;2019;5539;672149;320065;992214
2022.04_13-10-2022;Хабаровский край;105_165_days;AllVaccines;101973;39348;141321;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;105_165_days;CoviVac;1789;352;2141;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;105_165_days;EpiVacCorona;6384;2215;8599;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;105_165_days;SputnikLite;35636;17860;53496;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;105_165_days;SputnikV;58164;18921;77085;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;165_195_days;AllVaccines;51270;19412;70682;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;165_195_days;CoviVac;1181;252;1433;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;165_195_days;EpiVacCorona;1237;336;1573;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;165_195_days;SputnikLite;28316;10894;39210;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;165_195_days;SputnikV;20536;7930;28466;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;21_45_days;AllVaccines;4027;2556;6583;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;21_45_days;CoviVac;98;34;132;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;21_45_days;EpiVacCorona;346;232;578;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;21_45_days;SputnikLite;828;307;1135;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;21_45_days;SputnikV;2755;1983;4738;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;45_75_days;AllVaccines;7573;3481;11054;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;45_75_days;CoviVac;188;83;271;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;45_75_days;EpiVacCorona;533;260;793;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;45_75_days;SputnikLite;1734;717;2451;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;45_75_days;SputnikV;5118;2421;7539;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;75_90_days;AllVaccines;11975;5398;17373;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;75_90_days;CoviVac;127;29;156;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;75_90_days;EpiVacCorona;740;312;1052;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;75_90_days;SputnikLite;4833;1719;6552;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;75_90_days;SputnikV;6275;3338;9613;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;90_105_days;AllVaccines;14891;6976;21867;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;90_105_days;CoviVac;276;54;330;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;90_105_days;EpiVacCorona;1120;497;1617;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;90_105_days;SputnikLite;7515;3236;10751;757169;265178;1022347
2022.04_13-10-2022;Хабаровский край;90_105_days;SputnikV;5980;3189;9169;757169;265178;1022347
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;105_165_days;AllVaccines;148039;37550;185589;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;105_165_days;CoviVac;659;134;793;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;105_165_days;EpiVacCorona;1999;744;2743;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;105_165_days;SputnikLite;73579;20579;94158;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;105_165_days;SputnikV;71802;16093;87895;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;165_195_days;AllVaccines;131269;27587;158856;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;165_195_days;CoviVac;1189;208;1397;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;165_195_days;EpiVacCorona;1439;398;1837;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;165_195_days;SputnikLite;29450;11121;40571;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;165_195_days;SputnikV;99191;15860;115051;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;21_45_days;AllVaccines;8699;1821;10520;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;21_45_days;CoviVac;290;34;324;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;21_45_days;EpiVacCorona;423;95;518;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;21_45_days;SputnikLite;1275;257;1532;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;21_45_days;SputnikV;6711;1435;8146;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;45_75_days;AllVaccines;18085;3514;21599;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;45_75_days;CoviVac;227;36;263;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;45_75_days;EpiVacCorona;322;70;392;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;45_75_days;SputnikLite;6325;1322;7647;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;45_75_days;SputnikV;11211;2086;13297;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;75_90_days;AllVaccines;21005;3669;24674;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;75_90_days;CoviVac;95;20;115;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;75_90_days;EpiVacCorona;230;48;278;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;75_90_days;SputnikLite;11986;1757;13743;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;75_90_days;SputnikV;8694;1844;10538;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;90_105_days;AllVaccines;24633;5227;29860;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;90_105_days;CoviVac;164;30;194;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;90_105_days;EpiVacCorona;274;99;373;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;90_105_days;SputnikLite;16451;3130;19581;1019471;240107;1259578
2022.04_13-10-2022;Ханты-Мансийский автономный округ - Югра;90_105_days;SputnikV;7744;1968;9712;1019471;240107;1259578
2022.04_13-10-2022;Челябинская область;105_165_days;AllVaccines;267357;129491;396848;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;105_165_days;CoviVac;1653;509;2162;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;105_165_days;EpiVacCorona;7740;4550;12290;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;105_165_days;SputnikLite;101247;57928;159175;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;105_165_days;SputnikV;156717;66504;223221;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;165_195_days;AllVaccines;284875;98370;383245;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;165_195_days;CoviVac;3217;577;3794;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;165_195_days;EpiVacCorona;10024;3520;13544;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;165_195_days;SputnikLite;44079;23240;67319;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;165_195_days;SputnikV;227555;71033;298588;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;21_45_days;AllVaccines;16119;10244;26363;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;21_45_days;CoviVac;781;164;945;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;21_45_days;EpiVacCorona;1117;837;1954;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;21_45_days;SputnikLite;6680;3891;10571;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;21_45_days;SputnikV;7541;5352;12893;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;45_75_days;AllVaccines;27400;14681;42081;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;45_75_days;CoviVac;268;57;325;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;45_75_days;EpiVacCorona;1221;1441;2662;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;45_75_days;SputnikLite;12014;6327;18341;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;45_75_days;SputnikV;13897;6856;20753;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;75_90_days;AllVaccines;27745;12902;40647;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;75_90_days;CoviVac;155;22;177;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;75_90_days;EpiVacCorona;1993;1310;3303;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;75_90_days;SputnikLite;13756;5220;18976;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;75_90_days;SputnikV;11841;6350;18191;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;90_105_days;AllVaccines;31552;16925;48477;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;90_105_days;CoviVac;288;81;369;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;90_105_days;EpiVacCorona;1727;1574;3301;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;90_105_days;SputnikLite;18462;7529;25991;1901705;795956;2697661
2022.04_13-10-2022;Челябинская область;90_105_days;SputnikV;11075;7741;18816;1901705;795956;2697661
2022.04_13-10-2022;Чеченская Республика;105_165_days;AllVaccines;42691;5425;48116;809759;137234;946993
